eta,beta,gamma,mf_over_m0,radiated_fraction,ideal_photon_mf_m0,seat_price_e2eta,authority,g3_mass_rel,g3_dist_rel
0.1,0.09966799462495582,1.0050041680558035,0.7408182206817179,0.2591817793182821,0.9048374180359595,1.2214027581601699,[R],2.3978309250623e-15,9.575673587391975e-15
0.24,0.23549574953849794,1.028938505693979,0.4867522559599717,0.5132477440400283,0.7866278610665535,1.6160744021928934,[R],2.0527911477102852e-15,2.312964634635743e-16
0.5,0.46211715726000974,1.1276259652063807,0.22313016014842982,0.7768698398515702,0.6065306597126334,2.718281828459045,[R],3.358580216692657e-15,3.3306690738754696e-16
1.0,0.7615941559557649,1.5430806348152437,0.049787068367863944,0.950212931632136,0.36787944117144233,7.38905609893065,[R],6.327462000970674e-14,0.0
2.0,0.9640275800758169,3.7621956910836314,0.0024787521766663585,0.9975212478233336,0.1353352832366127,54.598150033144236,[R],1.238712196153619e-13,0.0
3.0,0.9950547536867305,10.067661995777765,0.00012340980408667956,0.9998765901959134,0.049787068367863944,403.4287934927351,[R],1.844930051603017e-13,0.0
5.0,0.9999092042625951,74.20994852478785,3.059023205018258e-07,0.9999996940976795,0.006737946999085467,22026.465794806718,[R],3.1791184224133374e-13,0.0
8.0,0.9999997749296758,1490.479161252178,3.775134544279098e-11,0.9999999999622486,0.00033546262790251185,8886110.520507872,[R],5.036172663159767e-13,0.0
12.0,0.9999999999244973,81377.39571257407,2.3195228302435696e-16,0.9999999999999998,6.14421235332821e-06,26489122129.84347,[R],7.45448362950468e-13,0.0
