profile,kind,angle,F_peak_geo,t_peak_R,t_span_R,c15_rel,g3_map_rel
mission_sgr_roundtrip_eta0.5,mission,side,0.04535915878119018,0.0,1.064574160135331e+18,5.564909153803724e-16,0.0
mission_sgr_roundtrip_eta0.5,mission,depart,0.09071831756238036,0.0,1.0645741601353311e+18,5.564909153803724e-16,1.2023586969622516e-16
mission_sgr_roundtrip_eta1.0,mission,dest,0.24659795413819555,7.700010407743042e+16,6.459581927290624e+17,8.881838768904737e-16,0.0
mission_sgr_roundtrip_eta1.0,mission,side,0.04535915878119018,0.0,6.459581927290624e+17,8.881838768904737e-16,0.0
mission_sgr_roundtrip_eta1.0,mission,depart,0.09071831756238036,0.0,6.459581927290624e+17,8.881838768904737e-16,0.0
mission_sgr_roundtrip_eta12.0,mission,dest,14764.840852748175,18572081.08276192,4.9195798461134554e+17,0.0,0.0
mission_sgr_roundtrip_eta12.0,mission,side,0.04535915878119018,0.0,4.919579846113452e+17,0.0,2.601848206633379e-16
mission_sgr_roundtrip_eta12.0,mission,depart,0.09071831756238036,0.0,4.9195798461134554e+17,0.0,0.0
mission_sgr_roundtrip_eta2.0,mission,dest,0.6703227376690338,9178637402036878.0,5.1031525937827546e+17,6.661338148002414e-16,2.508253430554757e-16
mission_sgr_roundtrip_eta2.0,mission,side,0.04535915878119018,0.0,5.103152593782754e+17,6.661338148002414e-16,0.0
mission_sgr_roundtrip_eta2.0,mission,depart,0.09071831756238036,0.0,5.103152593782754e+17,6.661338148002414e-16,1.2541267152773787e-16
mission_sgr_roundtrip_eta3.0,mission,dest,1.822126117008655,1222472130546207.0,4.9440292883529395e+17,4.440892098500627e-16,0.0
mission_sgr_roundtrip_eta3.0,mission,side,0.04535915878119018,0.0,4.9440292883529395e+17,4.440892098500627e-16,0.0
mission_sgr_roundtrip_eta3.0,mission,depart,0.09071831756238036,0.0,4.9440292883529395e+17,4.440892098500627e-16,0.0
mission_sgr_roundtrip_eta5.0,mission,dest,13.463792097903623,22335871992787.17,4.92002656318187e+17,2.220446049250313e-16,0.0
mission_sgr_roundtrip_eta5.0,mission,side,0.04535915878119018,0.0,4.920026563181868e+17,2.220446049250313e-16,0.0
mission_sgr_roundtrip_eta5.0,mission,depart,0.09071831756238036,0.0,4.9200265631818694e+17,2.220446049250313e-16,0.0
mission_sgr_roundtrip_eta8.0,mission,dest,270.42749330856554,55362583984.08828,4.919580952993689e+17,0.0,0.0
mission_sgr_roundtrip_eta8.0,mission,side,0.04535915878119018,0.0,4.9195809529936877e+17,0.0,2.6018476212310075e-16
mission_sgr_roundtrip_eta8.0,mission,depart,0.09071831756238036,0.0,4.919580952993692e+17,0.0,0.0
mission_trappist-1_arrive_eta0.1,mission,dest,0.10025924630669401,3461199736837357.5,3461199736837358.0,2.460664133741986e-16,0.0
mission_trappist-1_arrive_eta0.1,mission,side,0.04535915878119018,0.0,3844359320976880.5,2.460664133741986e-16,1.3006068326436933e-16
mission_trappist-1_arrive_eta0.1,mission,depart,0.09071831756238036,0.0,4227518905116403.0,2.460664133741986e-16,0.0
mission_trappist-1_arrive_eta0.24,mission,dest,0.11532558411976335,1243874385222565.8,1243874385222567.0,1.4549382935326348e-16,2.009849249812049e-16
mission_trappist-1_arrive_eta0.24,mission,side,0.04535915878119018,0.0,1627033969362089.2,1.4549382935326348e-16,0.0
mission_trappist-1_arrive_eta0.24,mission,depart,0.09071831756238036,0.0,2010193553501611.8,1.4549382935326348e-16,0.0
mission_trappist-1_arrive_eta0.5,mission,dest,0.14956921980722548,445979905965880.2,445979905965882.25,9.347151466088164e-16,0.0
mission_trappist-1_arrive_eta0.5,mission,side,0.04535915878119018,0.0,829139490105404.5,9.347151466088164e-16,0.0
mission_trappist-1_arrive_eta0.5,mission,depart,0.09071831756238036,0.0,1212299074244929.0,9.347151466088164e-16,0.0
mission_trappist-1_arrive_eta1.0,mission,dest,0.24659795413819555,119942469812922.02,119942469812925.39,4.4519273230429795e-16,0.0
mission_trappist-1_arrive_eta1.0,mission,side,0.04535915878119018,0.0,503102053952447.06,4.4519273230429795e-16,0.0
mission_trappist-1_arrive_eta1.0,mission,depart,0.09071831756238036,0.0,886261638091971.6,4.4519273230429795e-16,0.0
mission_trappist-1_arrive_eta12.0,mission,dest,14764.840852748175,28934.842703108272,28940.105828985194,0.0,2.1370218922495136e-15
mission_trappist-1_arrive_eta12.0,mission,side,0.04535915878119018,0.0,383159584168462.6,0.0,1.6311741264579934e-16
mission_trappist-1_arrive_eta12.0,mission,depart,0.09071831756238036,0.0,766319168307985.4,0.0,0.0
mission_trappist-1_arrive_eta2.0,mission,dest,0.6703227376690338,14297492876253.215,14297492876257.768,3.330689538339276e-16,2.732122361457279e-16
mission_trappist-1_arrive_eta2.0,mission,side,0.04535915878119018,0.0,397457077015780.56,3.330689538339276e-16,0.0
mission_trappist-1_arrive_eta2.0,mission,depart,0.09071831756238036,0.0,780616661155302.6,3.330689538339276e-16,1.6012981303140726e-16
mission_trappist-1_arrive_eta3.0,mission,dest,1.822126117008655,1904235434124.5732,1904235434129.5735,1.110223041533831e-16,0.0
mission_trappist-1_arrive_eta3.0,mission,side,0.04535915878119018,0.0,385063819573652.3,1.110223041533831e-16,0.0
mission_trappist-1_arrive_eta3.0,mission,depart,0.09071831756238036,0.0,768223403713174.6,1.110223041533831e-16,0.0
mission_trappist-1_arrive_eta5.0,mission,dest,13.463792097903623,34792415993.91432,34792415999.141655,2.220446049250521e-16,2.192832636698245e-16
mission_trappist-1_arrive_eta5.0,mission,side,0.04535915878119018,0.0,383194376555521.6,2.220446049250521e-16,0.0
mission_trappist-1_arrive_eta5.0,mission,depart,0.09071831756238036,0.0,766353960695044.1,2.220446049250521e-16,0.0
mission_trappist-1_arrive_eta8.0,mission,dest,270.42749330856554,86237876.45565702,86237881.7170414,0.0,0.0
mission_trappist-1_arrive_eta8.0,mission,side,0.04535915878119018,0.0,383159670377404.1,0.0,1.6311737594522626e-16
mission_trappist-1_arrive_eta8.0,mission,depart,0.09071831756238036,0.0,766319254516926.5,0.0,0.0
mission_trappist-1_flyby_eta0.1,mission,dest,0.0,0.0,3461199736837358.0,0.0,0.0
mission_trappist-1_flyby_eta0.1,mission,side,0.04535915878119018,0.0,3844359320976880.5,0.0,1.3006068326436933e-16
mission_trappist-1_flyby_eta0.1,mission,depart,0.09071831756238036,0.0,4227518905116403.0,0.0,0.0
mission_trappist-1_flyby_eta0.24,mission,dest,0.0,0.0,1243874385222566.5,0.0,2.0098492498120498e-16
mission_trappist-1_flyby_eta0.24,mission,side,0.04535915878119018,0.0,1627033969362088.8,0.0,0.0
mission_trappist-1_flyby_eta0.24,mission,depart,0.09071831756238036,0.0,2010193553501611.5,0.0,0.0
mission_trappist-1_flyby_eta0.5,mission,dest,0.0,0.0,445979905965881.0,4.287293576118017e-16,0.0
mission_trappist-1_flyby_eta0.5,mission,side,0.04535915878119018,0.0,829139490105403.4,4.287293576118017e-16,0.0
mission_trappist-1_flyby_eta0.5,mission,depart,0.09071831756238036,0.0,1212299074244926.0,4.287293576118017e-16,0.0
mission_trappist-1_flyby_eta1.0,mission,dest,0.0,0.0,119942469812922.9,0.0,0.0
mission_trappist-1_flyby_eta1.0,mission,side,0.04535915878119018,0.0,503102053952445.4,0.0,0.0
mission_trappist-1_flyby_eta1.0,mission,depart,0.09071831756238036,0.0,886261638091967.8,0.0,0.0
mission_trappist-1_flyby_eta12.0,mission,dest,0.0,0.0,28934.842735445836,1.1102230246251568e-16,2.514600711919617e-16
mission_trappist-1_flyby_eta12.0,mission,side,0.04535915878119018,0.0,383159584168457.25,1.1102230246251568e-16,1.6311741264580163e-16
mission_trappist-1_flyby_eta12.0,mission,depart,0.09071831756238036,0.0,766319168307979.6,1.1102230246251568e-16,0.0
mission_trappist-1_flyby_eta2.0,mission,dest,0.0,0.0,14297492876253.758,1.1129818307607449e-16,2.7321223614580454e-16
mission_trappist-1_flyby_eta2.0,mission,side,0.04535915878119018,0.0,397457077015776.2,1.1129818307607449e-16,0.0
mission_trappist-1_flyby_eta2.0,mission,depart,0.09071831756238036,0.0,780616661155298.8,1.1129818307607449e-16,1.6012981303140805e-16
mission_trappist-1_flyby_eta3.0,mission,dest,0.0,0.0,1904235434124.8098,2.220720107883758e-16,0.0
mission_trappist-1_flyby_eta3.0,mission,side,0.04535915878119018,0.0,385063819573647.1,2.220720107883758e-16,0.0
mission_trappist-1_flyby_eta3.0,mission,depart,0.09071831756238036,0.0,768223403713169.5,2.220720107883758e-16,0.0
mission_trappist-1_flyby_eta5.0,mission,dest,0.0,0.0,34792415993.9493,3.33067009273518e-16,0.0
mission_trappist-1_flyby_eta5.0,mission,side,0.04535915878119018,0.0,383194376555516.4,3.33067009273518e-16,0.0
mission_trappist-1_flyby_eta5.0,mission,depart,0.09071831756238036,0.0,766353960695038.8,3.33067009273518e-16,0.0
mission_trappist-1_flyby_eta8.0,mission,dest,0.0,0.0,86237876.45742144,1.110223024667069e-16,1.727913743470349e-16
mission_trappist-1_flyby_eta8.0,mission,side,0.04535915878119018,0.0,383159670377398.9,1.110223024667069e-16,1.631173759452285e-16
mission_trappist-1_flyby_eta8.0,mission,depart,0.09071831756238036,0.0,766319254516921.2,1.110223024667069e-16,0.0
mission_trappist-1_roundtrip_eta0.1,mission,dest,0.10025924630669401,3461199736837357.5,7688718641953761.0,0.0,0.0
mission_trappist-1_roundtrip_eta0.1,mission,side,0.04535915878119018,0.0,7688718641953761.0,0.0,1.3006068326436933e-16
mission_trappist-1_roundtrip_eta0.1,mission,depart,0.09071831756238036,0.0,7688718641953761.0,0.0,0.0
mission_trappist-1_roundtrip_eta0.24,mission,dest,0.11532558411976335,1243874385222565.8,3254067938724179.5,4.705006523849998e-16,1.5365382942681728e-16
mission_trappist-1_roundtrip_eta0.24,mission,side,0.04535915878119018,0.0,3254067938724179.0,4.705006523849998e-16,0.0
mission_trappist-1_roundtrip_eta0.24,mission,depart,0.09071831756238036,0.0,3254067938724179.5,4.705006523849998e-16,0.0
mission_trappist-1_roundtrip_eta0.5,mission,dest,0.14956921980722548,445979905965880.2,1658278980210809.2,5.564909153803724e-16,0.0
mission_trappist-1_roundtrip_eta0.5,mission,side,0.04535915878119018,0.0,1658278980210809.2,5.564909153803724e-16,0.0
mission_trappist-1_roundtrip_eta0.5,mission,depart,0.09071831756238036,0.0,1658278980210810.0,5.564909153803724e-16,0.0
mission_trappist-1_roundtrip_eta1.0,mission,dest,0.24659795413819555,119942469812922.02,1006204107904895.2,8.881838768904737e-16,0.0
mission_trappist-1_roundtrip_eta1.0,mission,side,0.04535915878119018,0.0,1006204107904893.5,8.881838768904737e-16,0.0
mission_trappist-1_roundtrip_eta1.0,mission,depart,0.09071831756238036,0.0,1006204107904893.9,8.881838768904737e-16,0.0
mission_trappist-1_roundtrip_eta12.0,mission,dest,14764.840852748175,28934.842703108272,766319168336925.8,0.0,0.0
mission_trappist-1_roundtrip_eta12.0,mission,side,0.04535915878119018,0.0,766319168336925.8,0.0,1.6311741264579922e-16
mission_trappist-1_roundtrip_eta12.0,mission,depart,0.09071831756238036,0.0,766319168336924.8,0.0,0.0
mission_trappist-1_roundtrip_eta2.0,mission,dest,0.6703227376690338,14297492876253.215,794914154031560.2,6.661338148002414e-16,1.5724968459303238e-16
mission_trappist-1_roundtrip_eta2.0,mission,side,0.04535915878119018,0.0,794914154031561.1,6.661338148002414e-16,0.0
mission_trappist-1_roundtrip_eta2.0,mission,depart,0.09071831756238036,0.0,794914154031557.6,6.661338148002414e-16,1.572496845930329e-16
mission_trappist-1_roundtrip_eta3.0,mission,dest,1.822126117008655,1904235434124.5732,770127639147303.9,4.440892098500627e-16,0.0
mission_trappist-1_roundtrip_eta3.0,mission,side,0.04535915878119018,0.0,770127639147303.8,4.440892098500627e-16,0.0
mission_trappist-1_roundtrip_eta3.0,mission,depart,0.09071831756238036,0.0,770127639147302.0,4.440892098500627e-16,0.0
mission_trappist-1_roundtrip_eta5.0,mission,dest,13.463792097903623,34792415993.91432,766388753111042.9,2.220446049250313e-16,0.0
mission_trappist-1_roundtrip_eta5.0,mission,side,0.04535915878119018,0.0,766388753111043.0,2.220446049250313e-16,0.0
mission_trappist-1_roundtrip_eta5.0,mission,depart,0.09071831756238036,0.0,766388753111041.8,2.220446049250313e-16,0.0
mission_trappist-1_roundtrip_eta8.0,mission,dest,270.42749330856554,86237876.45565702,766319340754808.4,0.0,0.0
mission_trappist-1_roundtrip_eta8.0,mission,side,0.04535915878119018,0.0,766319340754808.2,0.0,0.0
mission_trappist-1_roundtrip_eta8.0,mission,depart,0.09071831756238036,0.0,766319340754807.2,0.0,0.0
ride_x0.3_deta0.1_ceiling,ride,dest,0.0,0.0,0.35295446330065827,0.0,2.220446049250313e-16
ride_x0.3_deta0.1_ceiling,ride,side,0.008952465548919111,0.0,0.37104673122874715,0.0,2.7755575615628914e-16
ride_x0.3_deta0.1_ceiling,ride,depart,0.017904931097838223,0.0,0.3891389991568354,0.0,4.440892098500626e-16
ride_x0.3_deta0.1_effective,ride,dest,0.0,0.0,0.4905512508758558,0.0,1.1102230246251565e-16
ride_x0.3_deta0.1_effective,ride,side,0.006803873817178526,0.0,0.51616631292753,0.0,1.1102230246251565e-16
ride_x0.3_deta0.1_effective,ride,depart,0.013607747634357051,0.0,0.541781374979204,0.0,1.1102230246251565e-16
ride_x0.3_deta0.1_floor,ride,dest,0.0,0.0,951.7432541212502,0.0,1.5528651072453236e-15
ride_x0.3_deta0.1_floor,ride,side,3.624063528307233e-06,0.0,1002.1722288456627,0.0,4.537616766833164e-16
ride_x0.3_deta0.1_floor,ride,depart,7.248127056614466e-06,0.0,1052.6012035700753,0.0,4.3202245004481417e-16
ride_x0.3_deta0.24_ceiling,ride,dest,0.0,0.0,0.7362230431506189,1.8026106584934972e-16,1.1102230246251565e-16
ride_x0.3_deta0.24_ceiling,ride,side,0.008952465548919111,0.0,0.8311431838772877,1.8026106584934972e-16,1.3322676295501878e-15
ride_x0.3_deta0.24_ceiling,ride,depart,0.017904931097838223,0.0,0.9260633246039573,1.8026106584934972e-16,1.2212453270876722e-15
ride_x0.3_deta0.24_effective,ride,dest,0.0,0.0,1.0886490794822747,1.8026106584934972e-16,2.0396343423229488e-16
ride_x0.3_deta0.24_effective,ride,side,0.006803873817178526,0.0,1.2356048610996133,1.8026106584934972e-16,1.437641510911021e-15
ride_x0.3_deta0.24_effective,ride,depart,0.013607747634357051,0.0,1.3825606427169546,1.8026106584934972e-16,1.284831047923817e-15
ride_x0.3_deta0.24_floor,ride,dest,0.0,0.0,2279.797537744438,1.8026106584934972e-16,3.9893661025388877e-16
ride_x0.3_deta0.24_floor,ride,side,3.624063528307233e-06,0.0,2603.371117609415,1.8026106584934972e-16,3.4935268952668016e-16
ride_x0.3_deta0.24_floor,ride,depart,7.248127056614466e-06,0.0,2926.944697474387,1.8026106584934972e-16,1.24292707348754e-15
ride_x0.3_deta0.5_ceiling,ride,dest,0.0,0.0,1.2536296016813882,3.5727446467650143e-16,2.8339420782945333e-15
ride_x0.3_deta0.5_ceiling,ride,side,0.008952465548919111,0.0,1.6294300988949577,3.5727446467650143e-16,1.0901706311948791e-15
ride_x0.3_deta0.5_ceiling,ride,depart,0.017904931097838223,0.0,2.005230596108528,3.5727446467650143e-16,2.2146540687733823e-15
ride_x0.3_deta0.5_effective,ride,dest,0.0,0.0,1.8156321604968282,3.5727446467650143e-16,2.8781339673332962e-09
ride_x0.3_deta0.5_effective,ride,side,0.006803873817178526,0.0,2.331333340235101,3.5727446467650143e-16,1.2091414479536562e-09
ride_x0.3_deta0.5_effective,ride,depart,0.013607747634357051,0.0,2.847034519973378,3.5727446467650143e-16,3.815708299939892e-09
ride_x0.3_deta0.5_floor,ride,dest,0.0,0.0,5226.334253669151,3.5727446467650143e-16,2.4014971632660032e-14
ride_x0.3_deta0.5_floor,ride,side,3.624063528307233e-06,0.0,7241.584558679752,3.5727446467650143e-16,9.670686224684943e-15
ride_x0.3_deta0.5_floor,ride,depart,7.248127056614466e-06,0.0,9256.834863690328,3.5727446467650143e-16,2.593830448567948e-14
ride_x0.3_deta1.0_ceiling,ride,dest,0.0,0.0,1.8792498903758965,9.736616110508505e-16,4.088196769227611e-14
ride_x0.3_deta1.0_ceiling,ride,side,0.008952465548919111,0.0,3.3365007866380525,9.736616110508505e-16,1.7303037215429534e-15
ride_x0.3_deta1.0_ceiling,ride,depart,0.017904931097838223,0.0,4.793751682900208,9.736616110508505e-16,2.056589725712879e-14
ride_x0.3_deta1.0_effective,ride,dest,0.0,0.0,2.4407304630172653,9.736616110508505e-16,8.562207845624635e-09
ride_x0.3_deta1.0_effective,ride,side,0.006803873817178526,0.0,4.0376008759350555,9.736616110508505e-16,2.7884495782310776e-09
ride_x0.3_deta1.0_effective,ride,depart,0.013607747634357051,0.0,5.634471288852858,9.736616110508505e-16,7.705306810886516e-09
ride_x0.3_deta1.0_floor,ride,dest,0.0,0.0,15706.921409152956,9.736616110508505e-16,8.379877240862587e-13
ride_x0.3_deta1.0_floor,ride,side,3.624063528307233e-06,0.0,38733.64603039306,9.736616110508505e-16,6.360463061570214e-13
ride_x0.3_deta1.0_floor,ride,depart,7.248127056614466e-06,0.0,61760.37065163318,9.736616110508505e-16,1.0108054027367299e-12
ride_x0.3_deta12.0_ceiling,ride,dest,0.0,0.0,2.8033840123948055,5.551115123125784e-16,5.652148583790818e-10
ride_x0.3_deta12.0_ceiling,ride,side,0.008952465548919111,0.0,203443.92203446358,5.551115123125784e-16,7.868068306553744e-15
ride_x0.3_deta12.0_ceiling,ride,depart,0.017904931097838223,0.0,406885.0406849149,5.551115123125784e-16,1.1444541842184355e-14
ride_x0.3_deta12.0_effective,ride,dest,0.0,0.0,3.367851071152387,5.551115123125784e-16,9.034635106117609e-07
ride_x0.3_deta12.0_effective,ride,side,0.006803873817178526,0.0,203444.627795747,5.551115123125784e-16,8.109375287890264e-12
ride_x0.3_deta12.0_effective,ride,depart,0.013607747634357051,0.0,406885.88774042286,5.551115123125784e-16,1.55872904825753e-11
ride_x0.3_deta12.0_floor,ride,dest,0.0,0.0,55124115740389.61,5.551115123125784e-16,2.8476914139183706e-08
ride_x0.3_deta12.0_floor,ride,side,3.624063528307233e-06,0.0,3.6504737380242916e+23,5.551115123125784e-16,2.847590733602034e-08
ride_x0.3_deta12.0_floor,ride,depart,7.248127056614466e-06,0.0,7.300947475497342e+23,5.551115123125784e-16,2.847590715433431e-08
ride_x0.3_deta2.0_ceiling,ride,dest,0.0,0.0,2.4648731020293835,5.564909153803724e-16,4.967208861781101e-13
ride_x0.3_deta2.0_ceiling,ride,side,0.008952465548919111,0.0,9.495446622975177,5.564909153803724e-16,1.0289102771703211e-14
ride_x0.3_deta2.0_ceiling,ride,depart,0.017904931097838223,0.0,16.526020143920963,5.564909153803724e-16,8.706567143109034e-14
ride_x0.3_deta2.0_effective,ride,dest,0.0,0.0,3.0273935914728134,5.564909153803724e-16,2.7663332152434025e-08
ride_x0.3_deta2.0_effective,ride,side,0.006803873817178526,0.0,10.198148826727943,5.564909153803724e-16,4.434053613458323e-09
ride_x0.3_deta2.0_effective,ride,depart,0.013607747634357051,0.0,17.36890406198306,5.564909153803724e-16,1.0028617684356386e-08
ride_x0.3_deta2.0_floor,ride,dest,0.0,0.0,114635.96312531774,5.564909153803724e-16,2.0398786783701637e-11
ride_x0.3_deta2.0_floor,ride,side,3.624063528307233e-06,0.0,1617424.4600119898,5.564909153803724e-16,2.007388983510722e-11
ride_x0.3_deta2.0_floor,ride,depart,7.248127056614466e-06,0.0,3120212.956898664,5.564909153803724e-16,2.1561033951603007e-11
ride_x0.3_deta3.0_ceiling,ride,dest,0.0,0.0,2.67882477357974,5.551800269709396e-16,2.3125978744514428e-12
ride_x0.3_deta3.0_ceiling,ride,side,0.008952465548919111,0.0,25.476739874612303,5.551800269709396e-16,2.203299024966087e-14
ride_x0.3_deta3.0_ceiling,ride,depart,0.017904931097838223,0.0,48.274654975644864,5.551800269709396e-16,1.5130878361117185e-13
ride_x0.3_deta3.0_effective,ride,dest,0.0,0.0,3.2402977806516753,5.551800269709396e-16,5.81277767839943e-08
ride_x0.3_deta3.0_effective,ride,side,0.006803873817178526,0.0,26.17783151961672,5.551800269709396e-16,3.8748951598529085e-09
ride_x0.3_deta3.0_effective,ride,depart,0.013607747634357051,0.0,49.11536525858179,5.551800269709396e-16,7.965409539658323e-09
ride_x0.3_deta3.0_floor,ride,dest,0.0,0.0,840697.6875394008,5.551800269709396e-16,1.1004843895522648e-10
ride_x0.3_deta3.0_floor,ride,side,3.624063528307233e-06,0.0,85109027.78921352,5.551800269709396e-16,1.1003086387386992e-10
ride_x0.3_deta3.0_floor,ride,depart,7.248127056614466e-06,0.0,169377357.89088768,5.551800269709396e-16,1.1112332927854176e-10
ride_x0.3_deta5.0_ceiling,ride,dest,0.0,0.0,2.786461522462216,5.5511168212253e-16,1.7161380385543498e-11
ride_x0.3_deta5.0_ceiling,ride,side,0.008952465548919111,0.0,185.9406659543921,5.5511168212253e-16,2.1399510966754027e-14
ride_x0.3_deta5.0_ceiling,ride,depart,0.017904931097838223,0.0,369.09487038632216,5.5511168212253e-16,1.5092745782482763e-13
ride_x0.3_deta5.0_effective,ride,dest,0.0,0.0,3.3479296743386864,5.5511168212253e-16,1.5649635518912164e-07
ride_x0.3_deta5.0_effective,ride,side,0.006803873817178526,0.0,186.64175256891886,5.5511168212253e-16,1.511263153242463e-09
ride_x0.3_deta5.0_effective,ride,depart,0.013607747634357051,0.0,369.93557546349916,5.5511168212253e-16,2.9412369628794366e-09
ride_x0.3_deta5.0_floor,ride,dest,0.0,0.0,45832315.51380533,5.5511168212253e-16,8.581326596859647e-10
ride_x0.3_deta5.0_floor,ride,side,3.624063528307233e-06,0.0,252396299819.00803,5.5511168212253e-16,8.581451135476426e-10
ride_x0.3_deta5.0_floor,ride,depart,7.248127056614466e-06,0.0,504746767322.5022,5.5511168212253e-16,8.583010302537555e-10
ride_x0.3_deta8.0_ceiling,ride,dest,0.0,0.0,2.8024982128909843,1.4802973662227586e-15,1.1177776116809995e-10
ride_x0.3_deta8.0_ceiling,ride,side,0.008952465548919111,0.0,3726.6297533530123,1.4802973662227586e-15,5.613216102822172e-15
ride_x0.3_deta8.0_ceiling,ride,depart,0.017904931097838223,0.0,7450.457008493133,1.4802973662227586e-15,4.773028392591693e-14
ride_x0.3_deta8.0_effective,ride,dest,0.0,0.0,3.3629049375219426,1.4802973662227586e-15,3.9922955122437995e-07
ride_x0.3_deta8.0_effective,ride,side,0.006803873817178526,0.0,3727.329215874483,1.4802973662227586e-15,1.9334144642431956e-10
ride_x0.3_deta8.0_effective,ride,depart,0.013607747634357051,0.0,7451.295526811446,1.4802973662227586e-15,3.7360770468751e-10
ride_x0.3_deta8.0_floor,ride,dest,0.0,0.0,18490349229.425385,1.4802973662227586e-15,5.625027983599271e-09
ride_x0.3_deta8.0_floor,ride,side,3.624063528307233e-06,0.0,4.107682809530553e+16,1.4802973662227586e-15,5.6249396731391275e-09
ride_x0.3_deta8.0_floor,ride,depart,7.248127056614466e-06,0.0,8.215363770026182e+16,1.4802973662227586e-15,5.624942691959789e-09
ride_x0.5_deta0.1_ceiling,ride,dest,0.0,0.0,0.5241992523726628,0.0,1.1102230246251565e-16
ride_x0.5_deta0.1_ceiling,ride,side,0.010237130874500488,0.5500458735437427,0.5500458735437427,0.0,4.440892098500626e-16
ride_x0.5_deta0.1_ceiling,ride,depart,0.01790493109783823,0.0,0.5758924947148221,0.0,2.220446049250313e-16
ride_x0.5_deta0.1_effective,ride,dest,0.0,0.0,0.6093293286650602,0.0,3.3306690738754696e-16
ride_x0.5_deta0.1_effective,ride,side,0.00845855106343076,0.25491109798752143,0.6402090326909844,0.0,1.1102230246251565e-16
ride_x0.5_deta0.1_effective,ride,depart,0.016711269024649013,0.0,0.6710887367169089,0.0,4.440892098500626e-16
ride_x0.5_deta0.1_floor,ride,dest,0.0,0.0,1116.6041078865019,0.0,3.2580739954267645e-15
ride_x0.5_deta0.1_floor,ride,side,4.690491516115268e-06,759.1211451827969,1172.278181972444,0.0,1.939588051196681e-16
ride_x0.5_deta0.1_floor,ride,depart,8.51021423936089e-06,129.64882070210325,1227.952256058386,0.0,1.481319322124661e-15
ride_x0.5_deta0.24_ceiling,ride,dest,0.0,0.0,1.0034410676619454,0.0,3.983096783115785e-15
ride_x0.5_deta0.24_ceiling,ride,side,0.010239210100009217,0.5719099914454777,1.1243051912270925,0.0,9.874747829043052e-16
ride_x0.5_deta0.24_ceiling,ride,depart,0.01790493109783823,0.0,1.2451693147922398,0.0,5.528069693738384e-15
ride_x0.5_deta0.24_effective,ride,dest,0.0,0.0,1.2425952244256977,0.0,0.0
ride_x0.5_deta0.24_effective,ride,side,0.008458550542567988,0.25572720409616134,1.400401148302836,0.0,3.1711571387117184e-16
ride_x0.5_deta0.24_effective,ride,depart,0.016711269024649013,0.0,1.558207072179977,0.0,0.0
ride_x0.5_deta0.24_floor,ride,dest,0.0,0.0,2298.630700209152,0.0,1.9189899896478983e-14
ride_x0.5_deta0.24_floor,ride,side,4.690490024006183e-06,761.0756690653079,2593.0873435756394,0.0,1.402952668025158e-15
ride_x0.5_deta0.24_floor,ride,depart,8.508996402101604e-06,130.31330155401957,2887.5439869421325,0.0,1.6378529541389132e-14
ride_x0.5_deta0.5_ceiling,ride,dest,0.0,0.0,1.5789785506282532,1.4290978587060056e-16,6.595334665464853e-14
ride_x0.5_deta0.5_ceiling,ride,side,0.010239204969311692,0.5704067240905049,2.009768918119514,1.4290978587060056e-16,2.209653089199851e-15
ride_x0.5_deta0.5_ceiling,ride,depart,0.01790493109783823,0.0,2.440559285610775,1.4290978587060056e-16,4.5854440636630154e-14
ride_x0.5_deta0.5_effective,ride,dest,0.0,0.0,2.161575212199931,1.4290978587060056e-16,1.1505033741709697e-14
ride_x0.5_deta0.5_effective,ride,side,0.008458550542567988,0.2557273262185799,2.824613336832951,1.4290978587060056e-16,1.1005486763140225e-15
ride_x0.5_deta0.5_effective,ride,depart,0.016711269024649013,0.0,3.487651461465962,1.4290978587060056e-16,6.239262014303043e-15
ride_x0.5_deta0.5_floor,ride,dest,0.0,0.0,4432.038653680933,1.4290978587060056e-16,2.0828724531380854e-13
ride_x0.5_deta0.5_floor,ride,side,4.690487930159657e-06,761.917275112737,5934.634499939803,1.4290978587060056e-16,1.5325201607313027e-15
ride_x0.5_deta0.5_floor,ride,depart,8.507168247019784e-06,131.31224065692703,7437.23034619867,1.4290978587060056e-16,1.216779884633534e-13
ride_x0.5_deta1.0_ceiling,ride,dest,0.0,0.0,2.22586410497178,4.673575733044082e-16,7.569529776807729e-13
ride_x0.5_deta1.0_ceiling,ride,side,0.010239196734234266,0.5732997522694037,3.7691251710005806,4.673575733044082e-16,2.474280631114089e-14
ride_x0.5_deta1.0_ceiling,ride,depart,0.01790493109783823,0.0,5.312386237029387,4.673575733044082e-16,3.4909294196403937e-13
ride_x0.5_deta1.0_effective,ride,dest,0.0,0.0,2.860437280013113,4.673575733044082e-16,6.173162601171937e-09
ride_x0.5_deta1.0_effective,ride,side,0.008458550542567988,0.25572780226553776,4.683271317331519,4.673575733044082e-16,3.630969125007563e-09
ride_x0.5_deta1.0_effective,ride,depart,0.016711269024649013,0.0,6.50610535464995,4.673575733044082e-16,7.941394920334497e-09
ride_x0.5_deta1.0_floor,ride,dest,0.0,0.0,11061.62847185197,4.673575733044082e-16,7.763277347446704e-13
ride_x0.5_deta1.0_floor,ride,side,4.690478693981508e-06,754.9606170842117,25749.505508029008,4.673575733044082e-16,5.028277754849389e-13
